,Unnamed: 0,iata_code,name,coordinates,iso_region,average_wait,max_wait,min_wait,obs_count
216,25622,AFF,USAF Academy Airfield,"-104.8130035, 38.96969986",US-CO,na,na,na,na
217,25623,WSG,Washington County Airport,"-80.29019927979999, 40.1365013123",US-PA,na,na,na,na
218,25625,AFN,Jaffrey Airport Silver Ranch Airport,"-72.0029983521, 42.805099487300005",US-NH,na,na,na,na
219,25626,AFO,Afton Municipal Airport,"-110.942001343, 42.7112007141",US-WY,na,na,na,na
220,25628,AFW,Fort Worth Alliance Airport,"-97.31880187990001, 32.9875984192",US-TX,na,na,na,na
221,25629,AGC,Allegheny County Airport,"-79.9301986694336, 40.354400634765625",US-PA,na,na,na,na
222,25630,AGO,Magnolia Municipal Airport,"-93.21700287, 33.22800064",US-AR,na,na,na,na
223,25632,AGS,Augusta Regional At Bush Field,"-81.9645004272461, 33.36989974975586",US-GA,na,na,na,0
224,25634,AHC,Amedee Army Air Field,"-120.1529999, 40.26620102",US-CA,na,na,na,na
225,25635,AHH,Amery Municipal Airport,"-92.37539672850001, 45.2811012268",US-WI,na,na,na,na
226,25636,AHN,Athens Ben Epps Airport,"-83.32630157470703, 33.94860076904297",US-GA,na,na,na,0
227,25638,AIA,Alliance Municipal Airport,"-102.804000854, 42.0531997681",US-NE,na,na,na,0
228,25640,AID,Anderson Municipal Darlington Field,"-85.6129989624, 40.10860061649999",US-IN,na,na,na,na
229,25642,AIK,Aiken Municipal Airport,"-81.68499755859999, 33.6493988037",US-SC,na,na,na,na
230,25643,AIO,Atlantic Municipal Airport,"-95.04689789, 41.40729904",US-IA,na,na,na,na
231,25645,AIV,George Downer Airport,"-88.1978, 33.106499",US-AL,na,na,na,na
232,25646,AIY,Atlantic City Municipal Bader Field,"-74.4561004639, 39.3600006104",US-NJ,na,na,na,na
233,25647,AIZ,Lee C Fine Memorial Airport,"-92.54949951170002, 38.0960006714",US-MO,na,na,na,na
234,25654,AKO,Colorado Plains Regional Airport,"-103.222000122, 40.1755981445",US-CO,na,na,na,na
235,25656,AKC,Akron Fulton International Airport,"-81.4669036865, 41.0374984741",US-OH,na,na,na,na
236,25657,ALB,Albany International Airport,"-73.80169677734375, 42.74829864501953",US-NY,2,2,2,1
237,25658,ALI,Alice International Airport,"-98.02690124510002, 27.740900039699998",US-TX,na,na,na,na
238,25659,ALM,Alamogordo White Sands Regional Airport,"-105.990997314, 32.8399009705",US-NM,na,na,na,na
239,25660,ALN,St Louis Regional Airport,"-90.0459976196, 38.89030075069999",US-IL,na,na,na,na
240,25661,ALO,Waterloo Regional Airport,"-92.40029907226562, 42.557098388671875",US-IA,na,na,na,0
241,25662,ALS,San Luis Valley Regional Bergman Field,"-105.866997, 37.434898",US-CO,na,na,na,0
242,25663,ALW,Walla Walla Regional Airport,"-118.288002, 46.09489822",US-WA,na,na,na,0
243,25664,ALX,Thomas C Russell Field,"-85.9629974365, 32.914699554399995",US-AL,na,na,na,na
244,25665,AMA,Rick Husband Amarillo International Airport,"-101.706001, 35.219398",US-TX,na,na,na,0
245,25667,AMN,Gratiot Community Airport,"-84.68800354, 43.322101593",US-MI,na,na,na,na
246,25669,AMW,Ames Municipal Airport,"-93.621803, 41.992001",US-IA,na,na,na,na
247,25670,ANB,Anniston Metropolitan Airport,"-85.85810089, 33.58819962",US-AL,na,na,na,0
248,25671,AND,Anderson Regional Airport,"-82.70939636230001, 34.4945983887",US-SC,na,na,na,na
249,25674,SLT,Harriet Alexander Field,"-106.04900360107, 38.538299560547",US-CO,na,na,na,na
250,25675,ANP,Lee Airport,"-76.568398, 38.942902",US-MD,na,na,na,na
251,25676,ANQ,Tri State Steuben County Airport,"-85.083504, 41.639702",US-IN,na,na,na,na
252,25677,ANW,Ainsworth Municipal Airport,"-99.992996, 42.579201",US-NE,na,na,na,na
253,25678,ANY,Anthony Municipal Airport,"-98.079597, 37.158501",US-KS,na,na,na,na
254,25680,AOH,Lima Allen County Airport,"-84.026703, 40.706902",US-OH,na,na,na,na
255,25681,AOO,Altoona Blair County Airport,"-78.31999969, 40.29639816",US-PA,na,na,na,0
256,25683,APA,Centennial Airport,"-104.848999, 39.57009888",US-CO,na,na,na,na
257,25684,APC,Napa County Airport,"-122.280998, 38.2132",US-CA,na,na,na,na
258,25685,APF,Naples Municipal Airport,"-81.7752990723, 26.1525993347",US-FL,na,na,na,0
259,25686,APG,Phillips Army Air Field,"-76.1688, 39.466202",US-MD,na,na,na,na
260,25687,APH,A P Hill AAF (Fort A P Hill) Airport,"-77.318298, 38.068902",US-VA,na,na,na,na
261,25688,APN,Alpena County Regional Airport,"-83.56030273, 45.0780983",US-MI,na,na,na,0
262,25689,APT,Marion County Brown Field,"-85.585297, 35.060699",US-TN,na,na,na,na
263,25690,APV,Apple Valley Airport,"-117.185997009, 34.575298309299995",US-CA,na,na,na,na
264,25697,ARA,Acadiana Regional Airport,"-91.883904, 30.0378",US-LA,na,na,na,na
265,25698,ARB,Ann Arbor Municipal Airport,"-83.74559783939999, 42.2229995728",US-MI,na,na,na,na
266,25699,ARG,Walnut Ridge Regional Airport,"-90.925111, 36.124667",US-AR,na,na,na,na
267,25700,WHT,Wharton Regional Airport,"-96.1544036865, 29.254299163800003",US-TX,na,na,na,na
268,25701,AUZ,Aurora Municipal Airport,"-88.47570037839999, 41.771900177",US-IL,na,na,na,na
269,25702,ART,Watertown International Airport,"-76.02169799804688, 43.99190139770508",US-NY,na,na,na,0
270,25703,ARV,Lakeland-Noble F. Lee Memorial field,"-89.73090363, 45.92789841",US-WI,na,na,na,na
271,25704,BFT,Beaufort County Airport,"-80.6343994141, 32.4122009277",US-SC,na,na,na,na
272,25706,ASE,Aspen-Pitkin Co/Sardy Field,"-106.8690033, 39.22320175",US-CO,na,na,na,0
273,25707,SPZ,Springdale Municipal Airport,"-94.1193008423, 36.176399231",US-AR,na,na,na,na
274,25708,ASH,Boire Field,"-71.51480102539999, 42.7817001343",US-NH,na,na,na,na
275,25710,ASL,Harrison County Airport,"-94.307800293, 32.5205001831",US-TX,na,na,na,na
276,25711,ASN,Talladega Municipal Airport,"-86.05090332030001, 33.569900512699995",US-AL,na,na,na,na
277,25712,AST,Astoria Regional Airport,"-123.878997803, 46.158000946",US-OR,na,na,na,na
278,25714,ASX,John F Kennedy Memorial Airport,"-90.91899872, 46.54850006",US-WI,na,na,na,na
279,25715,ASY,Ashley Municipal Airport,"-99.3526000977, 46.0238990784",US-ND,na,na,na,na
280,25717,ATL,Hartsfield Jackson Atlanta International Airport,"-84.4281005859375, 33.63669967651367",US-GA,3.16,5,1,25
281,25718,ATS,Artesia Municipal Airport,"-104.468002319, 32.8525009155",US-NM,na,na,na,na
282,25719,ATW,Appleton International Airport,"-88.5190963745, 44.258098602299995",US-WI,na,na,na,0
283,25720,ATY,Watertown Regional Airport,"-97.15470123, 44.91400146",US-SD,na,na,na,0
284,25721,AUG,Augusta State Airport,"-69.7973022461, 44.320598602299995",US-ME,na,na,na,0
285,25723,AUM,Austin Municipal Airport,"-92.93340302, 43.66500092",US-MN,na,na,na,na
286,25724,AUN,Auburn Municipal Airport,"-121.0820007, 38.95479965",US-CA,na,na,na,na
287,25725,AUO,Auburn Opelika Robert G. Pitts Airport,"-85.43399811, 32.61510086",US-AL,na,na,na,na
288,25726,AUS,Austin Bergstrom International Airport,"-97.6698989868164, 30.194499969482422",US-TX,2.96,9,1,25
289,25727,AUW,Wausau Downtown Airport,"-89.6266021729, 44.9262008667",US-WI,na,na,na,na
290,25730,AVL,Asheville Regional Airport,"-82.54180145263672, 35.43619918823242",US-NC,1.666666667,2,1,3
291,25731,AVO,Avon Park Executive Airport,"-81.52780151, 27.59119987",US-FL,na,na,na,na
292,25732,AVP,Wilkes Barre Scranton International Airport,"-75.72339630130001, 41.338500976599995",US-PA,na,na,na,0
293,25733,AVW,Marana Regional Airport,"-111.218002319, 32.4095993042",US-AZ,na,na,na,na
294,25734,AVX,Catalina Airport,"-118.416, 33.4049",US-CA,na,na,na,na
295,25736,AWM,West Memphis Municipal Airport,"-90.2343978882, 35.1351013184",US-AR,na,na,na,na
296,25738,AXG,Algona Municipal Airport,"-94.2720031738, 43.0778999329",US-IA,na,na,na,na
297,25740,AXN,Chandler Field,"-95.39469909670001, 45.8662986755",US-MN,na,na,na,na
298,25742,AXS,Altus Quartz Mountain Regional Airport,"-99.3385, 34.697952",US-OK,na,na,na,na
299,25743,AXV,Neil Armstrong Airport,"-84.29889679, 40.49340057",US-OH,na,na,na,na
300,25744,AXX,Angel Fire Airport,"-105.290000916, 36.422000885",US-NM,na,na,na,na
301,25745,AYE,Ft Devens Moore Army Air Field,"-71.60279846191406, 42.56999969482422",US-MA,na,na,na,na
302,25746,AYS,Waycross Ware County Airport,"-82.39550018310001, 31.2490997314",US-GA,na,na,na,na
303,25747,TUH,Arnold Air Force Base,"-86.08580017, 35.39260101",US-TN,na,na,na,na
304,25750,AZO,Kalamazoo Battle Creek International Airport,"-85.5521011352539, 42.234901428222656",US-MI,na,na,na,0
305,25754,BAB,Beale Air Force Base,"-121.43699646, 39.136100769",US-CA,na,na,na,na
306,25755,BAD,Barksdale Air Force Base,"-93.6626968384, 32.5018005371",US-LA,na,na,na,na
307,25756,BAF,Westfield-Barnes Regional Airport,"-72.715599, 42.157799",US-MA,na,na,na,na
308,25757,CLU,Columbus Municipal Airport,"-85.8963012695, 39.2619018555",US-IN,na,na,na,na
309,25758,BAM,Battle Mountain Airport,"-116.874000549, 40.598999023400005",US-NV,na,na,na,na
310,25761,BBB,Benson Municipal Airport,"-95.6505966187, 45.331901550299996",US-MN,na,na,na,na
311,25762,BBD,Curtis Field,"-99.3238983154, 31.1793003082",US-TX,na,na,na,na
312,25763,BTN,Marlboro County Jetport H.E. Avent Field,"-79.73439789, 34.62170029",US-SC,na,na,na,na
313,25764,BBW,Broken Bow Municipal Airport,"-99.6421966553, 41.4365005493",US-NE,na,na,na,na
314,25765,BCB,Virginia Tech Montgomery Executive Airport,"-80.4077987671, 37.207599639899996",US-VA,na,na,na,na
315,25766,BCE,Bryce Canyon Airport,"-112.144996643, 37.706401825",US-UT,na,na,na,na
316,25768,BCT,Boca Raton Airport,"-80.1076965332, 26.3784999847",US-FL,na,na,na,na
317,25769,BDE,Baudette International Airport,"-94.612197876, 48.7284011841",US-MN,na,na,na,na
318,25770,BDG,Blanding Municipal Airport,"-109.4830017, 37.58330154",US-UT,na,na,na,na
319,25772,BDL,Bradley International Airport,"-72.68319702149999, 41.9388999939",US-CT,2,2,2,2
320,25775,BDR,Igor I Sikorsky Memorial Airport,"-73.1261978149414, 41.16350173950195",US-CT,na,na,na,na
321,25776,WBU,Boulder Municipal Airport,"-105.225997925, 40.0393981934",US-CO,na,na,na,na
322,25778,KBE,Bell Island Hot Springs Seaplane Base,"-131.572006226, 55.9291000366",US-AK,na,na,na,na
323,25780,BEC,Beech Factory Airport,"-97.21499633790002, 37.694499969499994",US-KS,na,na,na,na
324,25781,BED,Laurence G Hanscom Field,"-71.28900146, 42.47000122",US-MA,na,na,na,0
325,25782,BEH,Southwest Michigan Regional Airport,"-86.4284973145, 42.128601074200006",US-MI,na,na,na,na
326,25784,BFD,Bradford Regional Airport,"-78.64009857177734, 41.8031005859375",US-PA,na,na,na,0
327,25786,BFF,Western Neb. Rgnl/William B. Heilig Airport,"-103.5960007, 41.87400055",US-NE,na,na,na,0
328,25787,BFI,Boeing Field King County International Airport,"-122.302001953125, 47.529998779296875",US-WA,na,na,na,na
329,25789,BFL,Meadows Field,"-119.0569992, 35.43360138",US-CA,na,na,na,0
330,25790,BFM,Mobile Downtown Airport,"-88.06809997559999, 30.626800537100003",US-AL,na,na,na,na
331,25791,BFR,Virgil I Grissom Municipal Airport,"-86.44539642, 38.84000015",US-IN,na,na,na,na
332,25793,BGD,Hutchinson County Airport,"-101.393997192, 35.700901031499995",US-TX,na,na,na,na
333,25794,BGE,Decatur County Industrial Air Park,"-84.63739777, 30.9715004",US-GA,na,na,na,na
334,25796,BGM,Greater Binghamton/Edwin A Link field,"-75.97979736, 42.20869827",US-NY,na,na,na,0
335,25797,BGR,Bangor International Airport,"-68.8281021118164, 44.80739974975586",US-ME,na,na,na,0
336,25798,BHB,Hancock County-Bar Harbor Airport,"-68.3615036, 44.45000076",US-ME,na,na,na,0
337,25801,BHM,Birmingham-Shuttlesworth International Airport,"-86.75350189, 33.56290054",US-AL,3.5,4,3,2
338,25802,BID,Block Island State Airport,"-71.577796936, 41.1680984497",US-RI,na,na,na,na
339,25803,BIE,Beatrice Municipal Airport,"-96.75409698490002, 40.301300048799995",US-NE,na,na,na,na
340,25804,BIF,Biggs Army Air Field (Fort Bliss),"-106.3799973, 31.84950066",US-TX,na,na,na,na
341,25805,BIH,Eastern Sierra Regional Airport,"-118.363998413, 37.3731002808",US-CA,na,na,na,na
342,25807,BIL,Billings Logan International Airport,"-108.54299926757812, 45.807701110839844",US-MT,na,na,na,0
343,25808,BIS,Bismarck Municipal Airport,"-100.74600219726562, 46.772701263427734",US-ND,1,1,1,1
344,25810,BIX,Keesler Air Force Base,"-88.92440032959999, 30.4104003906",US-MS,na,na,na,na
345,25811,BJC,Rocky Mountain Metropolitan Airport,"-105.1169968, 39.90879822",US-CO,na,na,na,na
346,25812,BJI,Bemidji Regional Airport,"-94.93370056, 47.50939941",US-MN,na,na,na,0
347,25813,BJJ,Wayne County Airport,"-81.88829803470001, 40.874801635699995",US-OH,na,na,na,na
348,25814,BKD,Stephens County Airport,"-98.89099884030001, 32.71900177",US-TX,na,na,na,na
349,25815,BKE,Baker City Municipal Airport,"-117.808998108, 44.837299346900004",US-OR,na,na,na,na
350,25816,BFK,Buckley Air Force Base,"-104.751998901, 39.701698303200004",US-CO,na,na,na,na
351,25817,BKL,Burke Lakefront Airport,"-81.68329620361328, 41.51750183105469",US-OH,na,na,na,na
352,25820,BKT,Allen C Perkinson Blackstone Army Air Field,"-77.9574966431, 37.0741996765",US-VA,na,na,na,na
353,25822,BKW,Raleigh County Memorial Airport,"-81.1241989136, 37.787300109899995",US-WV,na,na,na,0
354,25823,BKX,Brookings Regional Airport,"-96.81690216064453, 44.3047981262207",US-SD,na,na,na,na
355,25824,BLF,Mercer County Airport,"-81.20770263671875, 37.295799255371094",US-WV,na,na,na,0
356,25825,BLH,Blythe Airport,"-114.717002869, 33.6192016602",US-CA,na,na,na,na
357,25826,BLI,Bellingham International Airport,"-122.53800201416016, 48.79280090332031",US-WA,na,na,na,0
358,25827,BLM,Monmouth Executive Airport,"-74.12490082, 40.18690109",US-NJ,na,na,na,na
359,25828,BLU,Blue Canyon Nyack Airport,"-120.709999084, 39.2750015259",US-CA,na,na,na,na
360,25829,BLV,Scott AFB/Midamerica Airport,"-89.835197, 38.5452",US-IL,1,1,1,1
361,25831,BMC,Brigham City Airport,"-112.06199646, 41.5523986816",US-UT,na,na,na,na
362,25832,BMG,Monroe County Airport,"-86.61669921875, 39.145999908447266",US-IN,na,na,na,0
363,25833,BMI,Central Illinois Regional Airport at Bloomington-Normal,"-88.91590118, 40.47710037",US-IL,na,na,na,0
364,25834,BML,Berlin Regional Airport,"-71.17590332, 44.57540131",US-NH,na,na,na,na
365,25836,BMT,Beaumont Municipal Airport,"-94.21579742430002, 30.0706996918",US-TX,na,na,na,na
366,25837,BNA,Nashville International Airport,"-86.6781997680664, 36.1245002746582",US-TN,2.086956522,9,1,23
367,25838,BNG,Banning Municipal Airport,"-116.850997925, 33.9230995178",US-CA,na,na,na,na
368,25839,BNL,Barnwell Regional Airport,"-81.38829803, 33.25780106",US-SC,na,na,na,na
369,25840,BNO,Burns Municipal Airport,"-118.955001831, 43.5918998718",US-OR,na,na,na,na
370,25841,BNW,Boone Municipal Airport,"-93.8476028442, 42.0495986938",US-IA,na,na,na,na
371,25842,BOI,Boise Air Terminal/Gowen field,"-116.2229996, 43.56439972",US-ID,1.333333333,2,1,3
372,25843,BOS,General Edward Lawrence Logan International Airport,"-71.00520325, 42.36429977",US-MA,2.08,4,1,25
373,25844,BOW,Bartow Municipal Airport,"-81.78340148930002, 27.943399429299998",US-FL,na,na,na,na
374,25845,HCA,Big Spring Mc Mahon-Wrinkle Airport,"-101.522003, 32.212601",US-TX,na,na,na,na
375,25846,BPI,Miley Memorial Field,"-110.1110001, 42.58509827",US-WY,na,na,na,na
376,25847,WMH,Ozark Regional Airport,"-92.47049713130001, 36.3689002991",US-AR,na,na,na,na
377,25849,BPT,Southeast Texas Regional Airport,"-94.02069854736328, 29.9507999420166",US-TX,na,na,na,0
378,25850,BQK,Brunswick Golden Isles Airport,"-81.46649932861328, 31.258800506591797",US-GA,na,na,na,0
379,25853,BRD,Brainerd Lakes Regional Airport,"-94.13809967, 46.39830017",US-MN,na,na,na,0
380,25854,BRL,Southeast Iowa Regional Airport,"-91.12550354003906, 40.783199310302734",US-IA,na,na,na,0
381,25855,BRO,Brownsville South Padre Island International Airport,"-97.4259033203125, 25.90679931640625",US-TX,na,na,na,0
382,25856,BRY,Samuels Field,"-85.4996032715, 37.8143005371",US-KY,na,na,na,na
383,25859,BTF,Skypark Airport,"-111.927001953, 40.8694000244",US-UT,na,na,na,na
384,25860,BTL,W K Kellogg Airport,"-85.2515029907, 42.307300567599995",US-MI,na,na,na,na
385,25861,BTM,Bert Mooney Airport,"-112.49700164794922, 45.95479965209961",US-MT,na,na,na,0
386,25862,TTO,Britton Municipal Airport,"-97.743103027344, 45.815200805664",US-SD,na,na,na,na
387,25863,BTP,Butler County-K W Scholter Field,"-79.9496994, 40.77690125",US-PA,na,na,na,na
388,25864,BTR,"Baton Rouge Metropolitan, Ryan Field","-91.14959717, 30.53319931",US-LA,na,na,na,0
389,25865,BTV,Burlington International Airport,"-73.15329742429999, 44.471900939899996",US-VT,na,na,na,0
390,25866,BTY,Beatty Airport,"-116.787002563, 36.8610992432",US-NV,na,na,na,na
391,25867,BUB,Cram Field,"-99.14969635010002, 41.776699066199996",US-NE,na,na,na,na
392,25868,BUF,Buffalo Niagara International Airport,"-78.73220062, 42.94049835",US-NY,1.666666667,2,1,6
393,25869,BUM,Butler Memorial Airport,"-94.3401031494, 38.2897987366",US-MO,na,na,na,na
394,25870,BUR,Bob Hope Airport,"-118.35900115966797, 34.20069885253906",US-CA,1,1,1,1
395,25873,BFP,Beaver County Airport,"-80.39140319820001, 40.7724990845",US-PA,na,na,na,na
396,25875,BVO,Bartlesville Municipal Airport,"-96.01119995, 36.76250076",US-OK,na,na,na,na
397,25876,MVW,Skagit Regional Airport,"-122.42099762, 48.4709014893",US-WA,na,na,na,na
398,25877,BVX,Batesville Regional Airport,"-91.64730072, 35.7262001",US-AR,na,na,na,na
399,25878,BVY,Beverly Municipal Airport,"-70.91649627689999, 42.584201812699995",US-MA,na,na,na,na
400,25879,BWC,Brawley Municipal Airport,"-115.5169983, 32.99290085",US-CA,na,na,na,na
401,25880,BWD,Brownwood Regional Airport,"-98.9564971924, 31.793600082399998",US-TX,na,na,na,na
402,25881,BWG,Bowling Green Warren County Regional Airport,"-86.41970062259999, 36.964500427199994",US-KY,na,na,na,0
403,25882,BWI,Baltimore/Washington International Thurgood Marshall Airport,"-76.66829681, 39.17539978",US-MD,3.4,7,1,25
404,25883,WAH,Harry Stern Airport,"-96.6073989868, 46.2440986633",US-ND,na,na,na,na
405,25884,BWM,Bowman Regional Airport,"-103.30075, 46.1655193",US-ND,na,na,na,na
406,25885,BXA,George R Carr Memorial Air Field,"-89.8649978638, 30.813699722299997",US-LA,na,na,na,na
407,25887,BXK,Buckeye Municipal Airport,"-112.685997, 33.42039871",US-AZ,na,na,na,na
408,25888,BYG,Johnson County Airport,"-106.722000122, 44.381099700899995",US-WY,na,na,na,na
409,25889,BYH,Arkansas International Airport,"-89.94400024410001, 35.9642982483",US-AR,na,na,na,na
410,25890,BYI,Burley Municipal Airport,"-113.772003174, 42.542598724399994",US-ID,na,na,na,na
411,25891,BYS,Bicycle Lake Army Air Field,"-116.629997253, 35.2804985046",US-CA,na,na,na,na
412,25892,BBC,Bay City Municipal Airport,"-95.8635025024, 28.9733009338",US-TX,na,na,na,na
413,25893,BZN,Gallatin Field,"-111.1529999, 45.77750015",US-MT,na,na,na,0
414,25894,XES,Grand Geneva Resort Airport,"-88.389603, 42.614899",US-WI,na,na,na,na
415,25910,PLY,Plymouth Municipal Airport,"-86.300498962402, 41.365100860596",US-IN,na,na,na,na
416,25916,CLG,New Coalinga Municipal Airport,"-120.29399871826172, 36.16310119628906",US-CA,na,na,na,na
417,25920,CAD,Wexford County Airport,"-85.4188995361, 44.2752990723",US-MI,na,na,na,na
418,25921,CAE,Columbia Metropolitan Airport,"-81.11949920654297, 33.93880081176758",US-SC,2,2,2,1
419,25922,CIG,Craig Moffat Airport,"-107.522003174, 40.4952011108",US-CO,na,na,na,na
420,25923,CAK,Akron Canton Regional Airport,"-81.44219970703125, 40.916099548339844",US-OH,2,2,2,1
421,25924,CAO,Clayton Municipal Airpark,"-103.166999817, 36.4462013245",US-NM,na,na,na,na
422,25925,CAR,Caribou Municipal Airport,"-68.0178985596, 46.871498107899995",US-ME,na,na,na,na
423,25927,CBE,Greater Cumberland Regional Airport,"-78.7609024048, 39.615398407",US-MD,na,na,na,na
424,25928,CBF,Council Bluffs Municipal Airport,"-95.760597229, 41.2592010498",US-IA,na,na,na,na
425,25930,CBK,Shalz Field,"-101.0469971, 39.42750168",US-KS,na,na,na,na
426,25931,CBM,Columbus Air Force Base,"-88.44380187990001, 33.6437988281",US-MS,na,na,na,na
427,25932,KCC,Coffman Cove Seaplane Base,"-132.841995239, 56.003200531",US-AK,na,na,na,na
428,25934,CCB,Cable Airport,"-117.68800354, 34.1115989685",US-CA,na,na,na,na
429,25936,CCR,Buchanan Field,"-122.056999207, 37.9897003174",US-CA,na,na,na,na
430,25937,CCY,Northeast Iowa Regional Airport,"-92.6108016968, 43.0726013184",US-IA,na,na,na,na
431,25938,LLX,Caledonia County Airport,"-72.0179977417, 44.5690994263",US-VT,na,na,na,na
432,25939,CDC,Cedar City Regional Airport,"-113.0989990234375, 37.70100021362305",US-UT,na,na,na,0
433,25940,CDH,Harrell Field,"-92.7633972168, 33.622798919699996",US-AR,na,na,na,na
434,25942,CDN,Woodward Field,"-80.56490325930001, 34.2835998535",US-SC,na,na,na,na
435,25943,CDR,Chadron Municipal Airport,"-103.095001221, 42.837600708",US-NE,na,na,na,0
436,25944,CDS,Childress Municipal Airport,"-100.288002014, 34.4337997437",US-TX,na,na,na,na
437,25945,CDW,Essex County Airport,"-74.2814025879, 40.875198364300005",US-NJ,na,na,na,na
438,25946,CEA,Cessna Aircraft Field,"-97.2506027222, 37.648601532",US-KS,na,na,na,na
439,25947,CEC,Jack Mc Namara Field Airport,"-124.2369995, 41.78020096",US-CA,na,na,na,0
440,25948,CEF,Westover ARB/Metropolitan Airport,"-72.53479767, 42.19400024",US-MA,na,na,na,0
441,25950,CEU,Oconee County Regional Airport,"-82.8864975, 34.6719017",US-SC,na,na,na,na
442,25951,CEV,Mettel Field,"-85.129699707, 39.6985015869",US-IN,na,na,na,na
443,25952,CEW,Bob Sikes Airport,"-86.522102356, 30.778799057",US-FL,na,na,na,na
444,25953,CEY,Kyle Oakley Field,"-88.37280273, 36.66460037",US-KY,na,na,na,na
445,25954,CEZ,Cortez Municipal Airport,"-108.627998352, 37.3030014038",US-CO,na,na,na,0
446,25955,CFD,Coulter Field,"-96.3313980103, 30.715700149499998",US-TX,na,na,na,na
447,25958,TZC,Tuscola Area Airport,"-83.445503234863, 43.458801269531",US-MI,na,na,na,na
448,25959,CFT,Greenlee County Airport,"-109.2099991, 32.95280075",US-AZ,na,na,na,na
449,25960,CFV,Coffeyville Municipal Airport,"-95.5718994141, 37.09400177",US-KS,na,na,na,na
450,25961,KCG,Chignik Fisheries Airport,"-158.589706, 56.317643",US-AK,na,na,na,na
451,25963,CGE,Cambridge Dorchester Airport,"-76.03040314, 38.53929901",US-MD,na,na,na,na
452,25964,CGF,Cuyahoga County Airport,"-81.4863967896, 41.5651016235",US-OH,na,na,na,na
453,25965,CGI,Cape Girardeau Regional Airport,"-89.57080078125, 37.22529983520508",US-MO,na,na,na,0
454,25966,CGS,College Park Airport,"-76.9223022461, 38.9805984497",US-MD,na,na,na,na
455,25967,CGX,Chicago Meigs Airport,"-87.60790252685547, 41.85879898071289",US-IL,na,na,na,na
456,25968,CGZ,Casa Grande Municipal Airport,"-111.766998, 32.954899",US-AZ,na,na,na,na
457,25969,CHA,Lovell Field,"-85.20379638671875, 35.035301208496094",US-TN,2,2,2,1
458,25972,CHK,Chickasha Municipal Airport,"-97.96769714, 35.09740067",US-OK,na,na,na,na
459,25974,CHO,Charlottesville Albemarle Airport,"-78.4529037475586, 38.13859939575195",US-VA,na,na,na,0
460,25976,CHS,Charleston Air Force Base-International Airport,"-80.04049683, 32.89860153",US-SC,2.076923077,4,1,13
461,25979,CIC,Chico Municipal Airport,"-121.8580017, 39.79539871",US-CA,na,na,na,0
462,25980,CID,The Eastern Iowa Airport,"-91.71080017089844, 41.884700775146484",US-IA,na,na,na,0
463,25982,CIN,Arthur N Neu Airport,"-94.78900146480001, 42.0461997986",US-IA,na,na,na,na
464,25983,CIR,Cairo Regional Airport,"-89.2195968628, 37.0644989014",US-IL,na,na,na,na
465,25984,CIU,Chippewa County International Airport,"-84.47239685058594, 46.25080108642578",US-MI,na,na,na,0
466,25986,CKA,Kegelman AF Aux Field,"-98.1231002808, 36.7439002991",US-OK,na,na,na,na
467,25987,CKB,North Central West Virginia Airport,"-80.2281036377, 39.2966003418",US-WV,na,na,na,0
468,25988,GRM,Grand Marais Cook County Airport,"-90.38289642330001, 47.8382987976",US-MN,na,na,na,na
469,25991,CKM,Fletcher Field,"-90.512298584, 34.2997016907",US-MS,na,na,na,na
470,25992,CKN,Crookston Municipal Kirkwood Field,"-96.62159729, 47.8417015076",US-MN,na,na,na,na
471,25994,CKV,Clarksville–Montgomery County Regional Airport,"-87.4150009155, 36.6218986511",US-TN,na,na,na,na
472,25996,KCL,Chignik Lagoon Airport,"-158.5359955, 56.31119919",US-AK,na,na,na,na
473,25997,CLE,Cleveland Hopkins International Airport,"-81.8498001099, 41.4117012024",US-OH,3.65,6,1,20
474,25998,CLI,Clintonville Municipal Airport,"-88.731300354, 44.613800048799995",US-WI,na,na,na,na
475,25999,CLK,Clinton Regional Airport,"-98.93270111, 35.53829956",US-OK,na,na,na,na
476,26000,CLL,Easterwood Field,"-96.36380005, 30.58860016",US-TX,na,na,na,0
477,26001,CLM,William R Fairchild International Airport,"-123.5, 48.120201110839844",US-WA,na,na,na,na
478,26002,CLR,Cliff Hatfield Memorial Airport,"-115.521003723, 33.131500244099996",US-CA,na,na,na,na
479,26003,CLS,Chehalis Centralia Airport,"-122.983001709, 46.676998138399995",US-WA,na,na,na,na
480,26004,CLT,Charlotte Douglas International Airport,"-80.94309997558594, 35.2140007019043",US-NC,2.08,5,1,25
481,26005,CLW,Clearwater Air Park,"-82.7586975098, 27.9766998291",US-FL,na,na,na,na
482,26007,CMH,Port Columbus International Airport,"-82.89189910888672, 39.99800109863281",US-OH,2.375,5,1,16
483,26008,CMI,University of Illinois Willard Airport,"-88.27809906, 40.03919983",US-IL,na,na,na,0
484,26010,CMX,Houghton County Memorial Airport,"-88.48909759521484, 47.168399810791016",US-MI,na,na,na,0
485,26011,CMY,Sparta Fort Mc Coy Airport,"-90.7379, 43.958302",US-WI,na,na,na,na
486,26012,KCN,Chernofski Harbor Seaplane Base,"-167.52027154, 53.4028993416",US-AK,na,na,na,na
487,26015,CNH,Claremont Municipal Airport,"-72.36869812009999, 43.3703994751",US-NH,na,na,na,na
488,26016,CNK,Blosser Municipal Airport,"-97.6522979736, 39.549301147499996",US-KS,na,na,na,na
