,iata_code,name,coordinates,iso_region
28504,RDG,Reading Regional Carl A Spaatz Field,"-75.96520233154297, 40.378501892089844",US-PA
28506,RDM,Roberts Field,"-121.1500015, 44.2541008",US-OR
28507,RDR,Grand Forks Air Force Base,"-97.4011993408, 47.961101532",US-ND
28508,RDU,Raleigh Durham International Airport,"-78.7874984741211, 35.877601623535156",US-NC
28511,REO,Rome State Airport,"-117.885002136, 42.5777015686",US-OR
28512,RFD,Chicago Rockford International Airport,"-89.09719848632812, 42.19540023803711",US-IL
28516,RHI,Rhinelander Oneida County Airport,"-89.46749877929688, 45.63119888305664",US-WI
28518,RHV,Reid-Hillview Airport of Santa Clara County,"-121.819000244, 37.332901001",US-CA
28519,RIC,Richmond International Airport,"-77.3197021484375, 37.50519943237305",US-VA
28527,RIW,Riverton Regional Airport,"-108.459999084, 43.064201355",US-WY
28531,RKD,Knox County Regional Airport,"-69.09919739, 44.06010056",US-ME
28532,RKP,Aransas County Airport,"-97.0446014404, 28.0867996216",US-TX
28534,RKS,Rock Springs Sweetwater County Airport,"-109.0650024, 41.59420013",US-WY
28535,RKW,Rockwood Municipal Airport,"-84.6896972656, 35.9222984314",US-TN
28537,RME,Griffiss International Airport,"-75.40699768, 43.23379898",US-NY
28538,RMG,Richard B Russell Airport,"-85.15799713130001, 34.3506011963",US-GA
28541,RNC,Warren County Memorial Airport,"-85.84380341, 35.69869995",US-TN
28542,RND,Randolph Air Force Base,"-98.27890015, 29.52969933",US-TX
28545,RNO,Reno Tahoe International Airport,"-119.76799774169922, 39.49909973144531",US-NV
28547,RNT,Renton Municipal Airport,"-122.216003418, 47.4930992126",US-WA
28549,ROA,Roanoke–Blacksburg Regional Airport,"-79.975403, 37.3255",US-VA
28550,ROC,Greater Rochester International Airport,"-77.67240142822266, 43.118900299072266",US-NY
28551,ROG,Rogers Municipal Airport-Carter Field,"-94.10690308, 36.37229919",US-AR
28553,ROW,Roswell International Air Center Airport,"-104.53099822998047, 33.30160140991211",US-NM
28554,ROX,Roseau Municipal Rudy Billberg Field,"-95.6969986, 48.85599899",US-MN
28556,RIE,hln,"-91.77349854, 45.41899872",US-WI
28559,RPX,Roundup Airport,"-108.541497, 46.475095",US-MT
28560,WBR,Roben Hood Airport,"-85.50409698490002, 43.7225990295",US-MI
28562,RQO,El Reno Regional Airport,"-98.00579834, 35.47269821",US-OK
28563,RRL,Merrill Municipal Airport,"-89.7128982544, 45.1988983154",US-WI
28565,RRT,Warroad International Memorial Airport,"-95.3483963, 48.94139862",US-MN
28566,RSL,Russell Municipal Airport,"-98.811798095703, 38.872100830078",US-KS
28567,RSN,Ruston Regional Airport,"-92.591697692871, 32.514400482178",US-LA
28568,RST,Rochester International Airport,"-92.5, 43.90829849243164",US-MN
28570,RSW,Southwest Florida International Airport,"-81.75520324707031, 26.53619956970215",US-FL
28571,RTN,Raton Municipal-Crews Field,"-104.5019989, 36.74150085",US-NM
28575,SRW,Mid-Carolina Regional Airport,"-80.520302, 35.645901",US-NC
28576,RUT,Rutland - Southern Vermont Regional Airport,"-72.94960022, 43.52939987",US-VT
28578,RED,Mifflin County Airport,"-77.6268005371, 40.6773986816",US-PA
28580,RVS,Richard Lloyd Jones Jr Airport,"-95.984596252441, 36.039600372314",US-OK
28581,RWF,Redwood Falls Municipal Airport,"-95.08229828, 44.54719925",US-MN
28582,RWI,Rocky Mount Wilson Regional Airport,"-77.89189910888672, 35.856300354003906",US-NC
28583,RWL,Rawlins Municipal Airport/Harvey Field,"-107.1999969, 41.80559921",US-WY
28586,RXE,Rexburg Madison County Airport,"-111.805002, 43.8339",US-ID
28592,RNZ,Jasper County Airport,"-87.1826019287, 40.9478988647",US-IN
28596,RZZ,Halifax County Airport,"-77.7092971802, 36.4394989014",US-NC
28598,AHM,Ashland Municipal Sumner Parker Field,"-122.661003113, 42.190299987799996",US-OR
28599,BDY,Bandon State Airport,"-124.4079971, 43.08649826",US-OR
28605,SUO,Sunriver Airport,"-121.45300293, 43.8763008118",US-OR
28611,MDJ,Madras Municipal Airport,"-121.1549988, 44.67020035",US-OR
28614,PRZ,Prineville Airport,"-120.90399932861, 44.286998748779",US-OR
28631,IDH,Idaho County Airport,"-116.123001, 45.9426",US-ID
28639,VSK,Vista Field,"-119.209999084, 46.2186012268",US-WA
28641,SAC,Sacramento Executive Airport,"-121.492996216, 38.5125007629",US-CA
28642,SAD,Safford Regional Airport,"-109.6350021, 32.85480118",US-AZ
28643,SAF,Santa Fe Municipal Airport,"-106.088996887, 35.617099762",US-NM
28644,SAN,San Diego International Airport,"-117.190002441, 32.7336006165",US-CA
28645,SAR,Sparta Community Hunter Field,"-89.6986999512, 38.1488990784",US-IL
28646,SAT,San Antonio International Airport,"-98.46980285644531, 29.533700942993164",US-TX
28647,SAV,Savannah Hilton Head International Airport,"-81.20210266, 32.12760162",US-GA
28648,MQT,Sawyer International Airport,"-87.395401001, 46.353599548300004",US-MI
28650,SBA,Santa Barbara Municipal Airport,"-119.8399963, 34.42620087",US-CA
28651,SBD,San Bernardino International Airport,"-117.23500061, 34.0954017639",US-CA
28652,SBM,Sheboygan County Memorial Airport,"-87.85140228, 43.76959991",US-WI
28653,SBN,South Bend Regional Airport,"-86.31729888916016, 41.70869827270508",US-IN
28655,SBP,San Luis County Regional Airport,"-120.641998291, 35.236801147499996",US-CA
28656,SBS,Steamboat Springs Bob Adams Field,"-106.8659973, 40.5163002",US-CO
28658,SBX,Shelby Airport,"-111.871002197, 48.5406990051",US-MT
28659,SBY,Salisbury Ocean City Wicomico Regional Airport,"-75.51029968261719, 38.34049987792969",US-MD
28660,SCB,Scribner State Airport,"-96.629898071289, 41.610298156738",US-NE
28662,SCH,Schenectady County Airport,"-73.928901672363, 42.852500915527",US-NY
28663,SCK,Stockton Metropolitan Airport,"-121.2379989624, 37.894199371338",US-CA
28667,SDF,Louisville International Standiford Field,"-85.736, 38.1744",US-KY
28668,SCF,Scottsdale Airport,"-111.91100311279, 33.622898101807",US-AZ
28669,SDM,Brown Field Municipal Airport,"-116.98000335693, 32.572299957275",US-CA
28670,SDY,Sidney - Richland Regional Airport,"-104.193001, 47.706902",US-MT
28671,SEA,Seattle Tacoma International Airport,"-122.30899810791016, 47.44900131225586",US-WA
28672,SEE,Gillespie Field,"-116.97200012207, 32.826198577881",US-CA
28673,SEF,Sebring Regional Airport,"-81.3423996, 27.45639992",US-FL
28674,SEG,Penn Valley Airport,"-76.863899230957, 40.820598602295",US-PA
28675,SEM,Craig Field,"-86.987800598145, 32.343898773193",US-AL
28676,SEP,Stephenville Clark Regional Airport,"-98.177696228027, 32.215301513672",US-TX
28678,SER,Freeman Municipal Airport,"-85.907402038574, 38.923599243164",US-IN
28680,SDX,Sedona Airport,"-111.78800201416, 34.848598480225",US-AZ
28681,SFB,Orlando Sanford International Airport,"-81.23750305175781, 28.777599334716797",US-FL
28682,SFF,Felts Field,"-117.32299804688, 47.682800292969",US-WA
28683,SFM,Sanford Seacoast Regional Airport,"-70.708000183105, 43.393901824951",US-ME
28684,SFO,San Francisco International Airport,"-122.375, 37.61899948120117",US-CA
28687,SFZ,North Central State Airport,"-71.49140167239999, 41.9207992554",US-RI
28689,SGF,Springfield Branson National Airport,"-93.38860321, 37.24570084",US-MO
28690,SGH,Springfield-Beckley Municipal Airport,"-83.840202331543, 39.840301513672",US-OH
28691,UST,Northeast Florida Regional Airport,"-81.339798, 29.9592",US-FL
28692,SGR,Sugar Land Regional Airport,"-95.65650177002, 29.622299194336",US-TX
28694,SGT,Stuttgart Municipal Airport / Carl Humphrey Field,"-91.574997, 34.599499",US-AR
28695,SGU,St George Municipal Airport,"-113.510306, 37.036389",US-UT
28696,SHD,Shenandoah Valley Regional Airport,"-78.8964004517, 38.2638015747",US-VA
28698,SHN,Sanderson Field,"-123.14800262451, 47.233600616455",US-WA
28699,SHR,Sheridan County Airport,"-106.9800033569336, 44.76919937133789",US-WY
28700,SHV,Shreveport Regional Airport,"-93.82559967041016, 32.44660186767578",US-LA
28702,SIK,Sikeston Memorial Municipal Airport,"-89.561798095703, 36.898899078369",US-MO
28703,SIV,Sullivan County Airport,"-87.448303222656, 39.114700317383",US-IN
28705,SJC,Norman Y. Mineta San Jose International Airport,"-121.929001, 37.362598",US-CA
28706,SJN,St Johns Industrial Air Park,"-109.3789978, 34.51860046",US-AZ
28707,SJT,San Angelo Regional Mathis Field,"-100.49600219726562, 31.35770034790039",US-TX
28709,SKA,Fairchild Air Force Base,"-117.65599823, 47.6151008606",US-WA
28710,SKF,Lackland Air Force Base,"-98.58110046, 29.38419914",US-TX
28712,TSM,Taos Regional Airport,"-105.6719971, 36.45819855",US-NM
28713,SKY,Griffing Sandusky Airport,"-82.6522979736, 41.4333992004",US-OH
28714,SLB,Storm Lake Municipal Airport,"-95.24069976810001, 42.5973014832",US-IA
28715,SLC,Salt Lake City International Airport,"-111.97799682617188, 40.78839874267578",US-UT
28716,SLE,Salem Municipal Airport/McNary Field,"-123.0029984, 44.90950012",US-OR
28717,SLG,Smith Field,"-94.48999786, 36.19189835",US-AR
28721,SLK,Adirondack Regional Airport,"-74.2061996459961, 44.38529968261719",US-NY
28722,SLN,Salina Municipal Airport,"-97.6521987915039, 38.79100036621094",US-KS
28723,SLO,Salem Leckrone Airport,"-88.964202880859, 38.64289855957",US-IL
28724,SLR,Sulphur Springs Municipal Airport,"-95.621101379395, 33.159801483154",US-TX
28725,SMD,Smith Field,"-85.15280151, 41.14339828",US-IN
28726,SME,Lake Cumberland Regional Airport,"-84.6158981323, 37.053398132299996",US-KY
28727,SMF,Sacramento International Airport,"-121.59100341796875, 38.69540023803711",US-CA
28728,SMN,Lemhi County Airport,"-113.880996704, 45.1237983704",US-ID
28729,SMO,Santa Monica Municipal Airport,"-118.450996399, 34.015800476100004",US-CA
28731,SUM,Sumter Airport,"-80.361297607422, 33.994998931885",US-SC
28732,SMX,Santa Maria Pub/Capt G Allan Hancock Field,"-120.4570007, 34.89889908",US-CA
28733,SNA,John Wayne Airport-Orange County Airport,"-117.8679962, 33.67570114",US-CA
28736,SNK,Winston Field,"-100.94999694824, 32.69340133667",US-TX
28737,SNL,Shawnee Regional Airport,"-96.942802429199, 35.357898712158",US-OK
28738,SNS,Salinas Municipal Airport,"-121.60600280762, 36.662799835205",US-CA
28739,SNY,Sidney Municipal-Lloyd W Carr Field,"-102.9850006, 41.10129929",US-NE
28741,SOP,Moore County Airport,"-79.3911972, 35.23740005",US-NC
28742,SOW,Show Low Regional Airport,"-110.005996704, 34.265499115",US-AZ
28745,SPA,Spartanburg Downtown Memorial Airport,"-81.956497192383, 34.915699005127",US-SC
28747,SPF,Black Hills Airport-Clyde Ice Field,"-103.78299713135, 44.48030090332",US-SD
28750,SPI,Abraham Lincoln Capital Airport,"-89.67790222, 39.84410095",US-IL
28751,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,"-98.491898, 33.9888",US-TX
28752,SPW,Spencer Municipal Airport,"-95.202796936035, 43.165500640869",US-IA
28753,SPX,Houston Gulf Airport,"-95.051399230957, 29.50830078125",US-TX
28755,SQI,Whiteside County Airport-Joseph H Bittorf Field,"-89.67630005, 41.74280167",US-IL
28756,SQL,San Carlos Airport,"-122.25, 37.511901855469",US-CA
28760,SRQ,Sarasota Bradenton International Airport,"-82.55439758300781, 27.39539909362793",US-FL
28761,RUI,Sierra Blanca Regional Airport,"-105.53500366211, 33.462799072266",US-NM
28762,SSC,Shaw Air Force Base,"-80.47059631, 33.97269821",US-SC
28763,SSF,Stinson Municipal Airport,"-98.471099853516, 29.336999893188",US-TX
28764,SSI,Malcolm McKinnon Airport,"-81.39129639, 31.15180016",US-GA
28767,STC,St Cloud Regional Airport,"-94.05989837646484, 45.546600341796875",US-MN
28768,STE,Stevens Point Municipal Airport,"-89.530296325684, 44.5452003479",US-WI
28770,STJ,Rosecrans Memorial Airport,"-94.909698486328, 39.771900177002",US-MO
28771,STK,Sterling Municipal Airport,"-103.2649994, 40.61529922",US-CO
28772,STL,St Louis Lambert International Airport,"-90.370003, 38.748697",US-MO
28773,STP,St Paul Downtown Holman Field,"-93.05999755859375, 44.93450164794922",US-MN
28774,STS,Charles M. Schulz Sonoma County Airport,"-122.8130035, 38.50899887",US-CA
28775,SUA,Witham Field,"-80.22109985, 27.18169975",US-FL
28776,SUD,Stroud Municipal Airport,"-96.655700683594, 35.789600372314",US-OK
28777,SUE,Door County Cherryland Airport,"-87.42150116, 44.84370041",US-WI
28778,SUN,Friedman Memorial Airport,"-114.2959976, 43.50439835",US-ID
28780,SUS,Spirit of St Louis Airport,"-90.652000427246, 38.662101745605",US-MO
28782,SUU,Travis Air Force Base,"-121.92700195312, 38.262699127197",US-CA
28783,SUW,Richard I Bong Airport,"-92.094703674316, 46.689701080322",US-WI
28784,SUX,Sioux Gateway Col. Bud Day Field,"-96.38439941, 42.40259933",US-IA
28786,SVC,Grant County Airport,"-108.15599822998047, 32.63650131225586",US-NM
28787,SVE,Susanville Municipal Airport,"-120.57299804688, 40.375701904297",US-CA
28788,SVH,Statesville Regional Airport,"-80.953903198242, 35.765300750732",US-NC
28789,SVN,Hunter Army Air Field,"-81.14569855, 32.00999832",US-GA
28790,SWF,Stewart International Airport,"-74.10479736328125, 41.50410079956055",US-NY
28792,SWO,Stillwater Regional Airport,"-97.08570098877, 36.161201477051",US-OK
28794,SWW,Avenger Field,"-100.46700286865, 32.467399597168",US-TX
28797,SYI,Bomar Field Shelbyville Municipal Airport,"-86.44249725, 35.56010056",US-TN
28798,SYR,Syracuse Hancock International Airport,"-76.1063003540039, 43.11119842529297",US-NY
28799,SYV,Sylvester Airport,"-83.895698547363, 31.558500289917",US-GA
28800,SZL,Whiteman Air Force Base,"-93.547897338867, 38.73030090332",US-MO
28804,TBC,Tuba City Airport,"-111.383003235, 36.0928001404",US-AZ
28841,TAD,Perry Stokes Airport,"-104.341003418, 37.2593994141",US-CO
28844,KTB,Thorne Bay Seaplane Base,"-132.537002563, 55.687999725299996",US-AK
28845,TBN,Waynesville-St. Robert Regional Forney field,"-92.14070129, 37.74160004",US-MO
28846,TBR,Statesboro Bulloch County Airport,"-81.73690032959999, 32.4827003479",US-GA
28848,TCC,Tucumcari Municipal Airport,"-103.602996826, 35.182800293",US-NM
28849,TCL,Tuscaloosa Regional Airport,"-87.611396789551, 33.220600128174",US-AL
28850,TCM,McChord Air Force Base,"-122.475997925, 47.1376991272",US-WA
28851,TCS,Truth Or Consequences Municipal Airport,"-107.272003174, 33.2369003296",US-NM
28854,TDO,Ed Carlson Memorial Field South Lewis County Airport,"-122.805999756, 46.4771995544",US-WA
28855,TDW,Tradewind Airport,"-101.825996399, 35.1698989868",US-TX
28856,TDZ,Toledo Executive Airport,"-83.4822998, 41.56489944",US-OH
28857,TEB,Teterboro Airport,"-74.060798645, 40.85010147089999",US-NJ
28860,TEX,Telluride Regional Airport,"-107.9079971, 37.9538002",US-CO
28864,THA,Tullahoma Regional Arpt/Wm Northern Field,"-86.24639893, 35.38010025",US-TN
28865,THM,Thompson Falls Airport,"-115.28099822998, 47.573501586914",US-MT
28867,THV,York Airport,"-76.8730011, 39.91699982",US-PA
28869,TIK,Tinker Air Force Base,"-97.386596679688, 35.414699554443",US-OK
28871,TIW,Tacoma Narrows Airport,"-122.5780029, 47.26789856",US-WA
28872,TIX,Space Coast Regional Airport,"-80.799201965332, 28.514799118042",US-FL
28878,KNT,Kennett Memorial Airport,"-90.0365982056, 36.2258987427",US-MO
28879,TLH,Tallahassee Regional Airport,"-84.35030364990234, 30.396499633789062",US-FL
28880,TLR,Mefford Field,"-119.3259964, 36.15629959",US-CA
28881,TMA,Henry Tift Myers Airport,"-83.4885025024, 31.4290008545",US-GA
28882,TMB,Kendall-Tamiami Executive Airport,"-80.432800293, 25.6478996277",US-FL
28884,OTK,Tillamook Airport,"-123.814002991, 45.4182014465",US-OR
28885,TNP,Twentynine Palms Airport,"-115.9459991, 34.13159943",US-CA
28886,TNT,Dade Collier Training and Transition Airport,"-80.897003173828, 25.861799240112",US-FL
28887,TNU,Newton Municipal Airport,"-93.021697998047, 41.67440032959",US-IA
28888,XSD,Tonopah Test Range Airport,"-116.78099823, 37.7988014221",US-NV
28889,TOA,Zamperini Field,"-118.33999633789, 33.803398132324",US-CA
28891,TOC,Toccoa Airport - R.G. Letourneau Field,"-83.29579926, 34.59379959",US-GA
28892,TOI,Troy Municipal Airport,"-86.012100219727, 31.860399246216",US-AL
28893,TOL,Toledo Express Airport,"-83.80780029, 41.58679962",US-OH
28894,TOP,Philip Billard Municipal Airport,"-95.622497558594, 39.068698883057",US-KS
28895,TOR,Torrington Municipal Airport,"-104.1529999, 42.0644989",US-WY
28896,TPA,Tampa International Airport,"-82.533203125, 27.975500106811523",US-FL
28897,TPF,Peter O Knight Airport,"-82.44930267334, 27.915599822998",US-FL
28898,TPH,Tonopah Airport,"-117.086998, 38.06019974",US-NV
28899,TPL,Draughon Miller Central Texas Regional Airport,"-97.40779876708984, 31.15250015258789",US-TX
28903,TRI,Tri-Cities Regional TN/VA Airport,"-82.407401, 36.475201",US-TN
28904,TKF,Truckee Tahoe Airport,"-120.13999939, 39.319999694799996",US-CA
28905,TRL,Terrell Municipal Airport,"-96.267402648926, 32.709201812744",US-TX
28906,TRM,Jacqueline Cochran Regional Airport,"-116.16000366211, 33.62670135498",US-CA
28909,TSP,Tehachapi Municipal Airport,"-118.43900299072, 35.134998321533",US-CA
28911,TTD,Portland Troutdale Airport,"-122.40100097656, 45.54940032959",US-OR
28913,TTN,Trenton Mercer Airport,"-74.8134994506836, 40.27669906616211",US-NJ
28915,TUL,Tulsa International Airport,"-95.88809967041016, 36.19839859008789",US-OK
28916,TUP,Tupelo Regional Airport,"-88.7698974609375, 34.26810073852539",US-MS
28917,TUS,Tucson International Airport,"-110.94100189208984, 32.1161003112793",US-AZ
28919,TVC,Cherry Capital Airport,"-85.58219909667969, 44.74140167236328",US-MI
28920,TVF,Thief River Falls Regional Airport,"-96.18499756, 48.06570053",US-MN
28921,TVI,Thomasville Regional Airport,"-83.881301879883, 30.901599884033",US-GA
28923,TVL,Lake Tahoe Airport,"-119.99500274658203, 38.89390182495117",US-CA
28926,TWF,Joslin Field Magic Valley Regional Airport,"-114.487999, 42.48180008",US-ID
28929,TXK,Texarkana Regional Webb Field,"-93.99099731445312, 33.45370101928711",US-AR
28930,TYZ,Taylor Airport,"-110.1149979, 34.45280075",US-AZ
28932,TYR,Tyler Pounds Regional Airport,"-95.40239715576172, 32.35409927368164",US-TX
28933,TYS,McGhee Tyson Airport,"-83.9940033, 35.81100082",US-TN
28943,BFG,Bullfrog Basin Airport,"-110.7129974, 37.54579926",US-UT
28949,NPH,Nephi Municipal Airport,"-111.8720016, 39.73880005",US-UT
28952,RVR,Green River Municipal Airport,"-110.226997375, 38.9613990784",US-UT
28957,PNU,Panguitch Municipal Airport,"-112.3919983, 37.84519958",US-UT
28964,ICS,Cascade Airport,"-116.01599884, 44.4938011169",US-ID
28975,UBS,Columbus Lowndes County Airport,"-88.3803024292, 33.4654006958",US-MS
28977,UCA,Oneida County Airport,"-75.38390350341797, 43.14509963989258",US-NY
28979,UCY,Everett-Stewart Regional Airport,"-88.98539734, 36.38180161",US-TN
28980,UDD,Bermuda Dunes Airport,"-116.27500152588, 33.748401641846",US-CA
28982,UES,Waukesha County Airport,"-88.237098693848, 43.041000366211",US-WI
28983,UGN,Waukegan National Airport,"-87.867897033691, 42.422199249268",US-IL
28984,UIL,Quillayute Airport,"-124.56300354004, 47.936599731445",US-WA
28985,UIN,Quincy Regional Baldwin Field,"-91.19460297, 39.94269943",US-IL
28986,UIZ,Berz-Macomb Airport,"-82.96540069580078, 42.66389846801758",US-MI
28987,IKB,Wilkes County Airport,"-81.09829711910001, 36.2228012085",US-NC
28988,UKI,Ukiah Municipal Airport,"-123.20099639893, 39.125999450684",US-CA
28990,UKT,Quakertown Airport,"-75.381896972656, 40.435199737549",US-PA
28991,ULM,New Ulm Municipal Airport,"-94.502296447754, 44.319599151611",US-MN
28994,ATO,Ohio University Snyder Field,"-82.23139953610001, 39.2109985352",US-OH
28996,UNU,Dodge County Airport,"-88.70320129, 43.42660141",US-WI
28997,SCE,University Park Airport,"-77.84870147710001, 40.8493003845",US-PA
28998,UOS,Franklin County Airport,"-85.898101806641, 35.205101013184",US-TN
28999,UOX,University Oxford Airport,"-89.536796569824, 34.384300231934",US-MS
29002,UTM,Tunica Municipal Airport,"-90.346702575684, 34.680999755859",US-MS
29003,HTV,Huntsville Regional Airport,"-95.5871963501, 30.7469005585",US-TX
29004,NPT,Newport State Airport,"-71.28150177, 41.5323982239",US-RI
29006,UVA,Garner Field,"-99.743598938, 29.2112998962",US-TX
29011,RKH,Rock Hill - York County Airport,"-81.05719757, 34.9878006",US-SC
29012,VAD,Moody Air Force Base,"-83.1930007935, 30.9678001404",US-GA
29013,LLY,South Jersey Regional Airport,"-74.845703125, 39.942901611299995",US-NJ
29014,VBG,Vandenberg Air Force Base,"-120.583999634, 34.7373008728",US-CA
29017,VCT,Victoria Regional Airport,"-96.91850280761719, 28.85260009765625",US-TX
29018,VCV,Southern California Logistics Airport,"-117.383003235, 34.597499847399995",US-CA
29020,VDI,Vidalia Regional Airport,"-82.371200561523, 32.192699432373",US-GA
29022,VEL,Vernal Regional Airport,"-109.5100021, 40.4408989",US-UT
29026,VGT,North Las Vegas Airport,"-115.19400024414, 36.21070098877",US-NV
29027,VHN,Culberson County Airport,"-104.78399658203, 31.057800292969",US-TX
29028,VIH,Rolla National Airport,"-91.7695007324, 38.1273994446",US-MO
29030,VIS,Visalia Municipal Airport,"-119.392997742, 36.3186988831",US-CA
29031,VJI,Virginia Highlands Airport,"-82.033302307129, 36.687099456787",US-VA
29032,VKS,Vicksburg Municipal Airport,"-90.928398132324, 32.23929977417",US-MS
29033,VLA,Vandalia Municipal Airport,"-89.166198730469, 38.991500854492",US-IL
29034,VLD,Valdosta Regional Airport,"-83.27670288085938, 30.782499313354492",US-GA
29037,VNC,Venice Municipal Airport,"-82.440299987793, 27.071599960327",US-FL
29039,VNY,Van Nuys Airport,"-118.48999786377, 34.209800720215",US-CA
29040,VOK,Volk Field,"-90.253402709961, 43.938999176025",US-WI
29042,VPS,Destin-Ft Walton Beach Airport,"-86.525398, 30.4832",US-FL
29043,VPZ,Porter County Municipal Airport,"-87.00710297, 41.45399857",US-IN
29044,VQQ,Cecil Airport,"-81.876701355, 30.2187004089",US-FL
29045,VRB,Vero Beach Municipal Airport,"-80.417900085449, 27.655599594116",US-FL
29046,VSF,Hartness State (Springfield) Airport,"-72.51730347, 43.34360123",US-VT
29049,VTN,Miller Field,"-100.5479965, 42.85779953",US-NE
29055,VYS,Illinois Valley Regional Airport-Walter A Duncan Field,"-89.153099, 41.351898",US-IL
29059,GTY,Gettysburg Regional Airport,"-77.27420044, 39.84090042",US-PA
29061,SQV,Sequim Valley Airport,"-123.18699645996, 48.098098754883",US-WA
29078,PGC,Grant County Airport,"-79.1458969116, 38.9948997498",US-WV
29079,WAL,Wallops Flight Facility Airport,"-75.4664001465, 37.9402008057",US-VA
29080,WAY,Greene County Airport,"-80.13310242, 39.90010071",US-PA
29081,WBW,Wilkes Barre Wyoming Valley Airport,"-75.8511962891, 41.2971992493",US-PA
29082,WDG,Enid Woodring Regional Airport,"-97.7910995483, 36.3791999817",US-OK
29083,WDR,Barrow County Airport,"-83.66739655, 33.98289871",US-GA
29084,KWF,Waterfall Seaplane Base,"-133.242996216, 55.296298980699994",US-AK
29085,WHP,Whiteman Airport,"-118.413002014, 34.2593002319",US-CA
29086,WJF,General WM J Fox Airfield,"-118.2190018, 34.74110031",US-CA
29087,KWK,Kwigillingok Seaplane Base,"-163.13999939, 59.8367004395",US-AK
29088,WLD,Strother Field,"-97.0375976562, 37.168598175",US-KS
29089,WLW,Willows Glenn County Airport,"-122.2180023, 39.51639938",US-CA
29090,WMC,Winnemucca Municipal Airport,"-117.805999756, 40.8965988159",US-NV
29091,KWP,West Point Village Seaplane Base,"-153.548995972, 57.770099639899996",US-AK
29092,WRB,Robins Air Force Base,"-83.5919036865, 32.6400985718",US-GA
29093,WRI,Mc Guire Air Force Base,"-74.59169769, 40.0155983",US-NJ
29094,WRL,Worland Municipal Airport,"-107.95099639892578, 43.9656982421875",US-WY
29095,WSD,Condron Army Air Field,"-106.4029999, 32.34149933",US-NM
29096,WST,Westerly State Airport,"-71.8033981323, 41.3496017456",US-RI
29098,WVI,Watsonville Municipal Airport,"-121.790000916, 36.9356994629",US-CA
29099,WVL,Waterville Robert Lafleur Airport,"-69.6754989624, 44.5331993103",US-ME
29100,WWD,Cape May County Airport,"-74.9083023071, 39.008499145500004",US-NJ
29101,WWR,West Woodward Airport,"-99.5226667, 36.438",US-OK
29104,WYS,Yellowstone Airport,"-111.1179962, 44.68840027",US-MT
29115,KYO,Tampa North Aero Park Airport,"-82.37449646, 28.2213001251",US-FL
29125,KXA,Kasaan Seaplane Base,"-132.397994995, 55.537399292",US-AK
29130,XNA,Northwest Arkansas Regional Airport,"-94.306801, 36.281898",US-AR
29158,YIP,Willow Run Airport,"-83.53040314, 42.23789978",US-MI
29159,YKM,Yakima Air Terminal McAllister Field,"-120.5439987, 46.56819916",US-WA
29160,YKN,Chan Gurney Municipal Airport,"-97.385902404785, 42.916698455811",US-SD
29161,KYL,Port Largo Airport,"-80.42992, 25.09334",US-FL
29162,YNG,Youngstown Warren Regional Airport,"-80.67910004, 41.26070023",US-OH
29268,KZB,Zachar Bay Seaplane Base,"-153.746052, 57.553001",US-AK
29272,ZPH,Zephyrhills Municipal Airport,"-82.15589904790001, 28.2282009125",US-FL
29275,ZZV,Zanesville Municipal Airport,"-81.89209747310001, 39.9444007874",US-OH
30777,LOR,Lowe AHP (Fort Rucker) Heliport,"-85.75119781, 31.35580063",US-AL
30895,LRO,Sharpe AAF,"-121.272805556, 37.837916666699996",US-CA
31186,LTH,Lathrop Wells Airport / Jackass Aeropark,"-116.4135, 36.6342",US-NV
31316,DRU,Drummond Airport,"-113.205002, 46.6208",US-MT
31377,UWA,Ware Airport,"-72.214797973633, 42.282001495361",US-MA
31559,MDR,Medfra Airport,"-154.719429016, 63.1060198183",US-AK
31582,LIZ,Loring International Airport,"-67.885902, 46.950401",US-ME
31673,MGI,Matagorda Island Air Force Base,"-96.464, 28.323",US-TX
31796,MHN,Hooker County Airport,"-101.059113, 42.042155",US-NE
32746,MTX,Metro Field,"-147.761993408, 64.80680084229999",US-AK
33509,MXC,Monticello Airport,"-109.341225, 37.93243",US-UT
33650,MYK,May Creek Airport,"-142.68699646, 61.3357009888",US-AK
33722,MPE,Griswold Airport,"-72.549697876, 41.2711982727",US-CT
34214,EPG,Browns Airport,"-96.1100006104, 40.8675003052",US-NE
34700,HBB,Industrial Airpark,"-103.209, 32.7668",US-NM
34800,NRC,NASA Crows Landing Airport,"-121.10900115967, 37.408000946045",US-CA
34876,UCC,Yucca Airstrip,"-116.03800201416, 36.94580078125",US-NV
35314,NLN,Kneeland Airport,"-123.92800140381, 40.719299316406",US-CA
35325,O62,Carmel Valley,"-121.72911644, 36.4814843441",US-CA
35330,BZF,Benton Field,"-122.407997131, 40.5749015808",US-CA
35401,OBK,Sky Harbor Airport,"-87.85555555559999, 42.1438888889",US-IL
35833,DWN,Downtown Airpark,"-97.532989, 35.449183",US-OK
36441,AKB,Atka Airport,"-174.2059937, 52.22029877",US-AK
36442,PML,Port Moller Airport,"-160.561004639, 56.0060005188",US-AK
36445,PTD,Port Alexander Seaplane Base,"-134.647994995, 56.246799469",US-AK
36446,PAQ,Palmer Municipal Airport,"-149.08900451660156, 61.59489822387695",US-AK
36447,ATU,Casco Cove Coast Guard Station,"173.179992676, 52.8283996582",US-AK
